"Ticket_ID,Date_Opened,Date_Closed,Resolution_Due_Date,Category,Assigned_To,Status"
"T1403,2024-03-25,2024-03-30,2025-01-25,Network,David Wilson,Closed"
"T1404,2024-08-07,2024-08-12,2025-03-07,Network,Emily Chen,Closed"
"T1405,2024-12-20,2024-12-25,2025-06-20,Security,David Wilson,Closed"
"T1406,2024-05-03,2024-05-08,2025-02-03,Network,John Doe,Closed"
"T1407,2024-09-15,2024-09-20,2025-04-15,Network,David Wilson,Closed"
"T1408,2024-01-28,2024-02-02,2025-01-28,Security,Sarah Brown,Closed"
"T1409,2024-06-11,2024-06-16,2025-02-11,Network,David Wilson,Closed"
"T1410,2024-10-24,2024-10-29,2025-05-24,Network,Mike Johnson,Closed"
"T1411,2024-03-08,2024-03-13,2025-01-08,Security,David Wilson,Closed"
"T1412,2024-07-21,2024-07-26,2025-03-21,Network,Emily Chen,Closed"
"T1413,2024-12-03,2024-12-08,2025-06-03,Network,David Wilson,Closed"
"T1414,2024-04-16,2024-04-21,2025-01-16,Security,John Doe,Closed"
"T1415,2024-08-29,2024-09-03,2025-03-29,Network,David Wilson,Closed"
"T1416,2024-01-12,2024-01-17,2025-01-12,Network,Sarah Brown,Closed"
"T1417,2024-05-25,2024-05-30,2025-02-25,Security,David Wilson,Closed"
"T1418,2024-10-07,2024-10-12,2025-05-07,Network,Mike Johnson,Closed"
"T1419,2024-02-19,2024-02-24,2025-01-19,Network,David Wilson,Closed"
"T1420,2024-07-02,2024-07-07,2025-03-02,Security,Emily Chen,Closed"
"T1421,2024-11-14,2024-11-19,2025-05-14,Network,David Wilson,Closed"
"T1422,2024-03-28,2024-04-02,2025-01-28,Network,John Doe,Closed"
"T1423,2024-08-10,2024-08-15,2025-03-10,Security,David Wilson,Closed"
"T1424,2024-12-23,2024-12-28,2025-06-23,Network,Sarah Brown,Closed"
"T1425,2024-05-06,2024-05-11,2025-02-06,Network,David Wilson,Closed"
"T1426,2024-09-18,2024-09-23,2025-04-18,Security,Mike Johnson,Closed"
"T1427,2024-01-31,2024-02-05,2025-01-31,Network,David Wilson,Closed"
"T1428,2024-06-14,2024-06-19,2025-02-14,Network,Emily Chen,Closed"
"T1429,2024-10-27,2024-11-01,2025-05-27,Security,David Wilson,Closed"
"T1430,2024-03-11,2024-03-16,2025-01-11,Network,John Doe,Closed"
"T1431,2024-07-24,2024-07-29,2025-03-24,Network,David Wilson,Closed"
"T1432,2024-12-06,2024-12-11,2025-06-06,Security,Sarah Brown,Closed"
"T1433,2024-04-19,2024-04-24,2025-01-19,Network,David Wilson,Closed"
"T1434,2024-09-01,2024-09-06,2025-04-01,Network,Mike Johnson,Closed"
"T1435,2024-01-14,2024-01-19,2025-01-14,Security,David Wilson,Closed"
"T1436,2024-05-27,2024-06-01,2025-02-27,Network,Emily Chen,Closed"
"T1437,2024-10-09,2024-10-14,2025-05-09,Network,David Wilson,Closed"
"T1438,2024-02-21,2024-02-26,2025-01-21,Security,John Doe,Closed"
"T1439,2024-07-04,2024-07-09,2025-03-04,Network,David Wilson,Closed"
"T1440,2024-11-16,2024-11-21,2025-05-16,Network,Sarah Brown,Closed"
"T1441,2024-03-30,2024-04-04,2025-01-30,Security,David Wilson,Closed"
"T1442,2024-08-12,2024-08-17,2025-03-12,Network,Mike Johnson,Closed"
"T1443,2024-12-25,2024-12-30,2025-06-25,Network,David Wilson,Closed"
"T1444,2024-05-08,2024-05-13,2025-02-08,Security,Emily Chen,Closed"
"T1445,2024-09-20,2024-09-25,2025-04-20,Network,David Wilson,Closed"
"T1446,2024-02-02,2024-02-07,2025-01-02,Network,John Doe,Closed"
"T1447,2024-06-15,2024-06-20,2025-02-15,Security,David Wilson,Closed"
"T1448,2024-10-28,2024-11-02,2025-05-28,Network,Sarah Brown,Closed"
"T1449,2024-03-12,2024-03-17,2025-01-12,Network,David Wilson,Closed"
"T1450,2024-07-25,2024-07-30,2025-03-25,Security,Mike Johnson,Closed"
"T1451,2024-12-07,2024-12-12,2025-06-07,Network,David Wilson,Closed"
"T1452,2024-04-20,2024-04-25,2025-01-20,Network,Emily Chen,Closed"
"T1453,2024-09-02,2024-09-07,2025-04-02,Security,David Wilson,Closed"
"T1454,2024-01-15,2024-01-20,2025-01-15,Network,John Doe,Closed"
"T1455,2024-05-28,2024-06-02,2025-02-28,Network,David Wilson,Closed"
"T1456,2024-10-10,2024-10-15,2025-05-10,Security,Sarah Brown,Closed"
"T1457,2024-02-22,2024-02-27,2025-01-22,Network,David Wilson,Closed"
"T1458,2024-07-05,2024-07-10,2025-03-05,Network,Mike Johnson,Closed"
"T1459,2024-01-05,2024-01-10,2024-01-12,Network,David Wilson,Closed"
"T1460,2024-01-18,2024-01-23,2024-01-25,Security,Sarah Brown,Closed"
"T1461,2024-02-01,2024-02-06,2024-02-08,Network,David Wilson,Closed"
"T1462,2024-02-14,2024-02-19,2024-02-21,Network,Mike Johnson,Closed"
"T1463,2024-02-27,2024-03-03,2024-03-05,Security,David Wilson,Closed"
"T1464,2024-03-11,2024-03-16,2024-03-18,Network,Emily Chen,Closed"
"T1465,2024-03-24,2024-03-29,2024-03-31,Network,David Wilson,Closed"
"T1466,2024-04-06,2024-04-11,2024-04-13,Security,John Doe,Closed"
"T1467,2024-04-19,2024-04-24,2024-04-26,Network,David Wilson,Closed"
"T1468,2024-05-02,2024-05-07,2024-05-09,Network,Sarah Brown,Closed"
"T1469,2024-05-15,2024-05-20,2024-05-22,Security,David Wilson,Closed"
"T1470,2024-05-28,2024-06-02,2024-06-04,Network,Mike Johnson,Closed"
"T1471,2024-06-10,2024-06-15,2024-06-17,Network,David Wilson,Closed"
"T1472,2024-06-23,2024-06-28,2024-06-30,Security,Emily Chen,Closed"
"T1473,2024-07-06,2024-07-11,2024-07-13,Network,David Wilson,Closed"
"T1474,2024-07-19,2024-07-24,2024-07-26,Network,John Doe,Closed"
"T1475,2024-08-01,2024-08-06,2024-08-08,Security,David Wilson,Closed"
"T1476,2024-08-14,2024-08-19,2024-08-21,Network,Sarah Brown,Closed"
"T1477,2024-08-27,2024-09-01,2024-09-03,Network,David Wilson,Closed"
"T1478,2024-09-09,2024-09-14,2024-09-16,Security,Mike Johnson,Closed"
"T1479,2024-09-22,2024-09-27,2024-09-29,Network,David Wilson,Closed"
"T1480,2024-10-05,2024-10-10,2024-10-12,Network,Emily Chen,Closed"
"T1481,2024-10-18,2024-10-23,2024-10-25,Security,David Wilson,Closed"
"T1482,2024-10-31,2024-11-05,2024-11-07,Network,John Doe,Closed"
"T1483,2024-11-13,2024-11-18,2024-11-20,Network,David Wilson,Closed"
"T1484,2024-11-26,2024-12-01,2024-12-03,Security,Sarah Brown,Closed"
"T1485,2024-12-09,2024-12-14,2024-12-16,Network,David Wilson,Closed"
"T1486,2024-12-22,2024-12-27,2024-12-29,Network,Mike Johnson,Closed"
"T1487,2024-01-07,2024-01-12,2024-01-14,Security,David Wilson,Closed"
"T1488,2024-01-20,2024-01-25,2024-01-27,Network,Emily Chen,Closed"
"T1489,2024-02-02,2024-02-07,2024-02-09,Network,David Wilson,Closed"
"T1490,2024-02-15,2024-02-20,2024-02-22,Security,John Doe,Closed"
"T1491,2024-02-28,2024-03-04,2024-03-06,Network,David Wilson,Closed"
"T1492,2024-03-12,2024-03-17,2024-03-19,Network,Sarah Brown,Closed"
"T1493,2024-03-25,2024-03-30,2024-04-01,Security,David Wilson,Closed"
"T1494,2024-04-07,2024-04-12,2024-04-14,Network,Mike Johnson,Closed"
"T1495,2024-04-20,2024-04-25,2024-04-27,Network,David Wilson,Closed"
"T1496,2024-05-03,2024-05-08,2024-05-10,Security,Emily Chen,Closed"
"T1497,2024-05-16,2024-05-21,2024-05-23,Network,David Wilson,Closed"
"T1498,2024-05-29,2024-06-03,2024-06-05,Network,John Doe,Closed"
"T1499,2024-06-11,2024-06-16,2024-06-18,Security,David Wilson,Closed"
"T1500,2024-06-24,2024-06-29,2024-07-01,Network,Sarah Brown,Closed"
"T1501,2024-07-07,2024-07-12,2024-07-14,Network,David Wilson,Closed"
"T1502,2024-07-20,2024-07-25,2024-07-27,Security,Mike Johnson,Closed"
"T1503,2024-08-02,2024-08-07,2024-08-09,Network,David Wilson,Closed"
"T1504,2024-08-15,2024-08-20,2024-08-22,Network,Emily Chen,Closed"
"T1505,2024-08-28,2024-09-02,2024-09-04,Security,David Wilson,Closed"
"T1506,2024-09-10,2024-09-15,2024-09-17,Network,John Doe,Closed"
"T1507,2024-09-23,2024-09-28,2024-09-30,Network,David Wilson,Closed"
"T1508,2024-10-06,2024-10-11,2024-10-13,Security,Sarah Brown,Closed"
"T1509,2024-10-19,2024-10-24,2024-10-26,Network,David Wilson,Closed"
"T1510,2024-11-01,2024-11-06,2024-11-08,Network,Mike Johnson,Closed"
"T1511,2024-11-14,2024-11-19,2024-11-21,Security,David Wilson,Closed"
"T1512,2024-11-27,2024-12-02,2024-12-04,Network,Emily Chen,Closed"
"T1513,2024-12-10,2024-12-15,2024-12-17,Network,David Wilson,Closed"
"T1514,2024-12-23,2024-12-28,2024-12-30,Security,John Doe,Closed"
"T1515,2024-01-08,2024-01-13,2024-01-15,Network,David Wilson,Closed"
"T1516,2024-01-21,2024-01-26,2024-01-28,Network,Sarah Brown,Closed"
"T1517,2024-02-03,2024-02-08,2024-02-10,Security,David Wilson,Closed"
"T1518,2024-02-16,2024-02-21,2024-02-23,Network,Mike Johnson,Closed"
"T1519,2024-02-29,2024-03-05,2024-03-07,Network,David Wilson,Closed"
"T1520,2024-03-13,2024-03-18,2024-03-20,Security,Emily Chen,Closed"
"T1521,2024-03-26,2024-03-31,2024-04-02,Network,David Wilson,Closed"
"T1522,2024-04-08,2024-04-13,2024-04-15,Network,John Doe,Closed"
"T1523,2024-04-21,2024-04-26,2024-04-28,Security,David Wilson,Closed"
"T1524,2024-05-04,2024-05-09,2024-05-11,Network,Sarah Brown,Closed"
"T1525,2024-05-17,2024-05-22,2024-05-24,Network,David Wilson,Closed"
"T1526,2024-05-30,2024-06-04,2024-06-06,Security,Mike Johnson,Closed"
"T1527,2024-06-12,2024-06-17,2024-06-19,Network,David Wilson,Closed"
"T1528,2024-06-25,2024-06-30,2024-07-02,Network,Emily Chen,Closed"
"T1529,2024-07-08,2024-07-13,2024-07-15,Security,David Wilson,Closed"
"T1530,2024-07-21,2024-07-26,2024-07-28,Network,John Doe,Closed"
"T1531,2024-08-03,2024-08-08,2024-08-10,Network,David Wilson,Closed"
"T1532,2024-08-16,2024-08-21,2024-08-23,Security,Sarah Brown,Closed"
"T1533,2024-08-29,2024-09-03,2024-09-05,Network,David Wilson,Closed"
"T1534,2024-09-11,2024-09-16,2024-09-18,Network,Mike Johnson,Closed"
"T1535,2024-09-24,2024-09-29,2024-10-01,Security,David Wilson,Closed"
"T1536,2024-10-07,2024-10-12,2024-10-14,Network,Emily Chen,Closed"
"T1537,2024-10-20,2024-10-25,2024-10-27,Network,David Wilson,Closed"
"T1538,2024-11-02,2024-11-07,2024-11-09,Security,John Doe,Closed"
"T1539,2024-11-15,2024-11-20,2024-11-22,Network,David Wilson,Closed"
"T1540,2024-11-28,2024-12-03,2024-12-05,Network,Sarah Brown,Closed"
"T1541,2024-12-11,2024-12-16,2024-12-18,Security,David Wilson,Closed"
"T1542,2024-12-24,2024-12-29,2024-12-31,Network,Mike Johnson,Closed"
"T1543,2024-01-09,2024-01-14,2024-01-16,Network,David Wilson,Closed"
"T1544,2024-01-22,2024-01-27,2024-01-29,Security,Emily Chen,Closed"
"T1545,2024-02-04,2024-02-09,2024-02-11,Network,David Wilson,Closed"
"T1546,2024-02-17,2024-02-22,2024-02-24,Network,John Doe,Closed"
"T1547,2024-03-01,2024-03-06,2024-03-08,Security,David Wilson,Closed"
"T1548,2024-03-14,2024-03-19,2024-03-21,Network,Sarah Brown,Closed"
"T1549,2024-03-27,2024-04-01,2024-04-03,Network,David Wilson,Closed"
"T1550,2024-04-09,2024-04-14,2024-04-16,Security,Mike Johnson,Closed"
"T1551,2024-04-22,2024-04-27,2024-04-29,Network,David Wilson,Closed"
"T1552,2024-05-05,2024-05-10,2024-05-12,Network,Emily Chen,Closed"
"T1553,2024-05-18,2024-05-23,2024-05-25,Security,David Wilson,Closed"
"T1554,2024-05-31,2024-06-05,2024-06-07,Network,John Doe,Closed"
"T1555,2024-06-13,2024-06-18,2024-06-20,Network,David Wilson,Closed"
"T1556,2024-06-26,2024-07-01,2024-07-03,Security,Sarah Brown,Closed"
"T1557,2024-07-09,2024-07-14,2024-07-16,Network,David Wilson,Closed"
"T1558,2024-07-22,2024-07-27,2024-07-29,Network,Mike Johnson,Closed"
